英文檔案名	中文檔案名	適用年分開始	適用年份結束	英文欄位	中文欄位	資料型態	長度	起始位置	迄末位置	資料描述
DD	住院醫療費用清單明細檔	96	100	BLOD_AMT	血液血漿費	N	7	293	299	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	HD_AMT	血液透析費	N	7	300	306	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	ANE_AMT	麻醉費	N	7	307	313	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	METR_AMT	特殊材料費	N	7	314	320	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	DRUG_AMT	葯費	N	7	321	327	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	DSVC_AMT	葯事服務費	N	7	328	334	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	NRTP_AMT	精神科治療費	N	7	335	341	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	INJT_AMT	注射技術費	N	7	342	348	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	BABY_AMT	嬰兒費	N	7	349	355	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	CHARG_AMT	代辦費	N	7	356	362	96年起已不使用
DD	住院醫療費用清單明細檔	96	100	MED_AMT	醫療費用	N	8	363	370	序號34~50之和
DD	住院醫療費用清單明細檔	96	100	PART_AMT	部份負擔點數	N	7	371	377	醫事服務機構收取之部分負擔點數，右靠不足補0
DD	住院醫療費用清單明細檔	96	100	APPL_AMT	申請費用點數	N	8	378	385	醫事服務機構申報之點數(不含部分負擔點數)本欄為序號52–53+51之值
DD	住院醫療費用清單明細檔	96	100	EB_APPL30_AMT	醫療費用點數(急性病床1至30天)	N	8	386	393	醫療費用點數(急性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	96	100	EB_PART30_AMT	部份負擔點數(急性病床1至30天)	N	7	394	400	醫事服務機構收取之部分負擔點數(急性病床1-30天)
DD	住院醫療費用清單明細檔	96	100	EB_APPL60_AMT	醫療費用點數(急性病床31至60天)	N	8	401	408	醫療費用點數(急性病床31-60天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	96	100	EB_PART60_AMT	部份負擔點數(急性病床31至60天)	N	7	409	415	醫事服務機構收取之部分負擔點數(急性病床31-60天)
DD	住院醫療費用清單明細檔	96	100	EB_APPL61_AMT	醫療費用點數(急性病床61天以上)	N	8	416	423	醫療費用點數(急性病床61天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	96	100	EB_PART61_AMT	部份負擔點數(急性病床61天以上)	N	7	424	430	醫事服務機構收取之部分負擔點數(急性病床61天以上)
DD	住院醫療費用清單明細檔	96	100	SB_APPL30_AMT	醫療費用點數(慢性病床1至30天)	N	8	431	438	醫療費用點數(慢性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	96	100	SB_PART30_AMT	部份負擔點數(慢性病床1至30天)	N	7	439	445	醫事服務機構收取之部分負擔點數(慢性病床1-30天)
DD	住院醫療費用清單明細檔	96	100	SB_APPL90_AMT	醫療費用點數(慢性病床31至90天)	N	8	446	453	醫療費用點數(慢性病床31-90天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	96	100	SB_PART90_AMT	部份負擔點數(慢性病床31至90天)	N	7	454	460	醫事服務機構收取之部分負擔點數(慢性病床31-90天)
DD	住院醫療費用清單明細檔	96	100	SB_APPL180_AMT	醫療費用點數(慢性病床91至180天)	N	8	461	468	醫療費用點數(慢性病床91-180天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	96	100	SB_PART180_AMT	部份負擔點數(慢性病床91至180天)	N	7	469	475	醫事服務機構收取之部分負擔點數(慢性病床91-180天)
DD	住院醫療費用清單明細檔	96	100	SB_APPL181_AMT	醫療費用點數(慢性病床181天以上)	N	8	476	483	醫療費用點數(慢性病床181天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	96	100	SB_PART181_AMT	部份負擔點數(慢性病床181天以上)	N	7	484	490	醫事服務機構收取之部分負擔點數(慢性病床181天以上)
DD	住院醫療費用清單明細檔	96	100	PART_MARK	部份負擔註記	C	3	491	493	000：應部分付擔001-006：免部分付擔009：百歲人瑞領健保金卡，免部分負擔;請參考代碼說明之「部分負擔代號及相關規定」
DD	住院醫療費用清單明細檔	96	100	ID_SEX	性別	C	1	494	494	M：男F：女U：不詳
DD	住院醫療費用清單明細檔	101		FEE_YM	費用年月	C	6	1	6	YYYYMM
DD	住院醫療費用清單明細檔	101		APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DD	住院醫療費用清單明細檔	101		HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DD	住院醫療費用清單明細檔	101		APPL_DATE	申報日期	C	8	42	49	YYYYMMDD(西元年)
DD	住院醫療費用清單明細檔	101		CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
DD	住院醫療費用清單明細檔	101		SEQ_NO	流水號	N	6	52	57	醫院所編之申報流水序號，依案件分類之類別及出院日期分別連續編號，並依科別集中整理，上下半月之同一案件分類之流水號不可重複
DD	住院醫療費用清單明細檔	101		ID	身分證統一編號	C	32	58	89	已轉碼。國民身分證之統一編號，或外籍居留證號碼(左靠不足補空白)
DD	住院醫療費用清單明細檔	101		ID_BIRTHDAY	出生年月	C	8	90	97	YYYYMM，左靠不足補空白
DD	住院醫療費用清單明細檔	101		GAVE_KIND	給付類別	C	1	98	98	請參考代碼說明B-64之「給付類別」
DD	住院醫療費用清單明細檔	101		TRAC_EVEN	汽車交通事故	C	1	99	99	Y：汽車交通事故N：非汽車交通事故或原因不明
DD	住院醫療費用清單明細檔	101		CARD_SEQ_NO	就醫序號	C	4	100	103	請填寫健保IC卡規定之就醫序號，四碼流水號，如：0001。其他請參考代碼說明B-35之「健保卡就醫序號」
DD	住院醫療費用清單明細檔	101		FUNC_TYPE	就醫科別	C	2	104	105	請參考代碼說明B-49之「就醫科別及細分科」。住院有二次以上轉就醫科時，以出院時科別填寫。
DD	住院醫療費用清單明細檔	101		IN_DATE	入院年月日	C	8	106	113	YYYYMMDD應小於等於費用年月的最後一日
DD	住院醫療費用清單明細檔	101		OUT_DATE	出院年月日	C	8	114	121	YYYYMMDD應大於等於入院日期且小於等於費用年月的最後一日
DD	住院醫療費用清單明細檔	101		APPL_BEG_DATE	申報期間-起	C	8	122	129	YYYYMMDD應大於等於入院日期且小於等於費用年月的最後一日
DD	住院醫療費用清單明細檔	101		APPL_END_DATE	申報期間-迄	C	8	130	137	YYYYMMDD應大於等於申報起日且小於等於費用年月的最後一日
DD	住院醫療費用清單明細檔	101		E_BED_DAY	急性病床天數	N	3	138	140	病人住急性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	101		S_BED_DAY	慢性病床天數	N	3	141	143	病人住慢性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	101		PRSN_ID	主治醫師代碼	C	32	144	175	被保險人入院後病房主治醫師之身分證號或外籍居留證號，如住院中有前後兩位主治醫師時，以出院時之主治醫師填寫。
DD	住院醫療費用清單明細檔	101		DRG_CODE	DRG參考碼	C	5	176	180	詳情請自健保署之醫事機構專區網頁查詢(http：//www.nhi.gov.tw/)屬論病例計酬案件者應依所定之參考碼填寫;若案件分類為「2、A2」者，本欄不得空白。
DD	住院醫療費用清單明細檔	101		EXT_CODE_1	外因分類一	C	15	181	195	汽機車交通事故為「Y」時，本欄不得空白ICD-9-CM之E碼
DD	住院醫療費用清單明細檔	101		EXT_CODE_2	外因分類二	C	15	196	210	ICD-9-CM之E碼
DD	住院醫療費用清單明細檔	101		TRAN_CODE	轉歸代碼	C	1	211	211	1：治療出院2：繼續住院3：改門診治療4：死亡5：自動出院6：轉院7：身份變更8：潛逃9：自殺0：其他A：病危自動出院B：住院30日內因身分變更切帳申報後，轉為論日支付或代辦之非Tw-DRGs案件
DD	住院醫療費用清單明細檔	101		ICD9CM_CODE	主診斷代碼	C	15	212	226	ICD-9-CM之代碼以1992年版為準(94年12月止)，自95年1月起(費用年月)以2001年版為準。
DD	住院醫療費用清單明細檔	101		ICD9CM_CODE_1	次診斷代碼一	C	15	227	241	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	101		ICD9CM_CODE_2	次診斷代碼二	C	15	242	256	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	101		ICD9CM_CODE_3	次診斷代碼三	C	15	257	271	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	101		ICD9CM_CODE_4	次診斷代碼四	C	15	272	286	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	101		ICD_OP_CODE	主手術(處置)	C	15	287	301	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	101		ICD_OP_CODE_1	主手術(處置)一	C	15	302	316	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	101		ICD_OP_CODE_2	主手術(處置)二	C	15	317	331	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	101		ICD_OP_CODE_3	主手術(處置)三	C	15	332	346	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	101		ICD_OP_CODE_4	主手術(處置)四	C	15	347	361	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	101		DIAG_AMT	診察費	N	7	362	368	右靠不足補0
DD	住院醫療費用清單明細檔	101		ROOM_AMT	病房費	N	7	369	375	右靠不足補0
DD	住院醫療費用清單明細檔	101		MEAL_AMT	管灌膳食費	N	7	376	382	右靠不足補0
DD	住院醫療費用清單明細檔	101		AMIN_AMT	檢查費	N	7	383	389	右靠不足補0
DD	住院醫療費用清單明細檔	101		RADO_AMT	放射線診療費	N	7	390	396	右靠不足補0
DD	住院醫療費用清單明細檔	101		THRP_AMT	治療處置費	N	7	397	403	右靠不足補0
DD	住院醫療費用清單明細檔	101		SGRY_AMT	手術費	N	7	404	410	右靠不足補0
DD	住院醫療費用清單明細檔	101		PHSC_AMT	復健治療費	N	7	411	417	右靠不足補0
DD	住院醫療費用清單明細檔	101		HD_AMT	血液透析費	N	7	418	424	右靠不足補0
DD	住院醫療費用清單明細檔	101		BLOD_AMT	血液血漿費	N	7	425	431	右靠不足補0
DD	住院醫療費用清單明細檔	101		ANE_AMT	麻醉費	N	7	432	438	右靠不足補0
DD	住院醫療費用清單明細檔	101		METR_AMT	特殊材料費	N	7	439	445	右靠不足補0
DD	住院醫療費用清單明細檔	101		DRUG_AMT	葯費	N	7	446	452	右靠不足補0
DD	住院醫療費用清單明細檔	101		DSVC_AMT	葯事服務費	N	7	453	459	右靠不足補0
DD	住院醫療費用清單明細檔	101		NRTP_AMT	精神科治療費	N	7	460	466	右靠不足補0
DD	住院醫療費用清單明細檔	101		INJT_AMT	注射技術費	N	7	467	473	右靠不足補0
DD	住院醫療費用清單明細檔	101		BABY_AMT	嬰兒費	N	7	474	480	右靠不足補0
DD	住院醫療費用清單明細檔	101		CHARG_AMT	代辦費	N	7	481	487	96年起已不使用
DD	住院醫療費用清單明細檔	101		MED_AMT	醫療費用	N	8	488	495	序號34~50之和
DD	住院醫療費用清單明細檔	101		PART_AMT	部份負擔點數	N	7	496	502	醫事服務機構收取之部分負擔點數，右靠不足補0不含醫令類別有「Z：部分已切帳申報費用之藥品、診療明細、特殊材料醫令」之G00001部分負擔點數
DD	住院醫療費用清單明細檔	101		APPL_AMT	申請費用點數	N	8	503	510	醫事服務機構申報之點數(不含部分負擔點數)本欄為序號52–53+51之值，詳註1
DD	住院醫療費用清單明細檔	101		EB_APPL30_AMT	醫療費用點數(急性病床1至30天)	N	8	511	518	醫療費用點數(急性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	101		EB_PART30_AMT	部份負擔點數(急性病床1至30天)	N	7	519	525	醫事服務機構收取之部分負擔點數(急性病床1-30天)
DD	住院醫療費用清單明細檔	101		EB_APPL60_AMT	醫療費用點數(急性病床31至60天)	N	8	526	533	醫療費用點數(急性病床31-60天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	101		EB_PART60_AMT	部份負擔點數(急性病床31至60天)	N	7	534	540	醫事服務機構收取之部分負擔點數(急性病床31-60天)
DD	住院醫療費用清單明細檔	101		EB_APPL61_AMT	醫療費用點數(急性病床61天以上)	N	8	541	548	醫療費用點數(急性病床61天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	101		EB_PART61_AMT	部份負擔點數(急性病床61天以上)	N	7	549	555	醫事服務機構收取之部分負擔點數(急性病床61天以上)
DD	住院醫療費用清單明細檔	101		SB_APPL30_AMT	醫療費用點數(慢性病床1至30天)	N	8	556	563	醫療費用點數(慢性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	101		SB_PART30_AMT	部份負擔點數(慢性病床1至30天)	N	7	564	570	醫事服務機構收取之部分負擔點數(慢性病床1-30天)
DD	住院醫療費用清單明細檔	101		SB_APPL90_AMT	醫療費用點數(慢性病床31至90天)	N	8	571	578	醫療費用點數(慢性病床31-90天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	101		SB_PART90_AMT	部份負擔點數(慢性病床31至90天)	N	7	579	585	醫事服務機構收取之部分負擔點數(慢性病床31-90天)
DD	住院醫療費用清單明細檔	101		SB_APPL180_AMT	醫療費用點數(慢性病床91至180天)	N	8	586	593	醫療費用點數(慢性病床91-180天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	101		SB_PART180_AMT	部份負擔點數(慢性病床91至180天)	N	7	594	600	醫事服務機構收取之部分負擔點數(慢性病床91-180天)
DD	住院醫療費用清單明細檔	101		SB_APPL181_AMT	醫療費用點數(慢性病床181天以上)	N	8	601	608	醫療費用點數(慢性病床181天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	101		SB_PART181_AMT	部份負擔點數(慢性病床181天以上)	N	7	609	615	醫事服務機構收取之部分負擔點數(慢性病床181天以上)
DD	住院醫療費用清單明細檔	101		PART_MARK	部份負擔註記	C	3	616	618	000：應部分付擔001-006：免部分付擔009：百歲人瑞領健保金卡，免部分負擔;請參考代碼說明之「部分負擔代號及相關規定」
DD	住院醫療費用清單明細檔	101		ID_SEX	性別	C	1	619	619	M：男F：女U：不詳
DD	住院醫療費用清單明細檔	101		EXM_RESULT_DRG_1	審核結果DRG	C	5	620	624	經DRG編審系統分派至各DRG落點請參考健保署全球資訊網/主題專區/DRG住院診斷關聯群支付制度/Tw-DRG支付分類表〈附表7.3Tw-DRGs權重表〉
DD	住院醫療費用清單明細檔	101		EXM_RESULT_MDC_1	審核結果MDC	C	2	625	626	經DRG編審系統分派至各MDC落點請參考健保署全球資訊網/主題專區/DRG住院診斷關聯群支付制度/Tw-DRG支付分類表〈附表7.3Tw-DRGs權重表〉
DD	住院醫療費用清單明細檔	101		TW_DRGS	TW_DRGS碼	C	5	627	631	費用年月09601起新增此欄位依公告之Tw-DRGs權重表之代碼申報1.案件分類為「5」者，本欄應必填。2.Tw-DRG碼屬已實施Tw-DRGs項目者，案件分類必為「5」3.報之Tw-DRG碼應符合Tw-DRGs分類架構及原則
DD	住院醫療費用清單明細檔	101		APPL_CAUSE_MARK	補報原因註記	C	1	632	632	1：補報整筆案件2：補報部分醫令或醫令差額(案件分類5：Tw-DRGs案件不適用)。申報類別為補報者，本欄為必填欄位，送核案件免填補空白(98.07起適用)
DD	住院醫療費用清單明細檔	101		TW_DRGS_SUIT_MARK	不適用Tw-DRGs案件特殊註記	C	1	633	633	費用年月09901起DRG制度上線新增此欄位，詳代碼說明B-66「不適用Tw-DRGs案件特殊註記」。
DETA	醫事機構診療科別明細檔			HOSP_ID	醫事機構代號	C	34	1	34	已轉碼，後2碼為權屬別，參考代碼說明B-4之「權屬及型態別其代號與名稱」。
DETA	醫事機構診療科別明細檔			FUNC_TYPE	診療科別	C	2	35	36	請參考代碼說明B-49之「診療科別」，XX：不詳。
DETA	醫事機構診療科別明細檔			PAY_S_DATE	給付起日	C	8	37	44	YYYYMMDD
DETA	醫事機構診療科別明細檔			PAY_E_DATE	給付迄日	C	8	45	52	YYYYMMDD
DO	住院醫療費用醫令清單明細檔	85	95	FEE_YM	費用年月	C	6	1	6	YYYYMM
DO	住院醫療費用醫令清單明細檔	85	95	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DO	住院醫療費用醫令清單明細檔	85	95	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DO	住院醫療費用醫令清單明細檔	85	95	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
DO	住院醫療費用醫令清單明細檔	85	95	CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」
DO	住院醫療費用醫令清單明細檔	85	95	SEQ_NO	流水號	N	6	51	56	醫院所編之申報流水序號。右靠不足補0，本欄位為依案件分類之類別分別連續編號，與住院醫療費用清單同筆資料之流水號一致。
DO	住院醫療費用醫令清單明細檔	85	95	ORDER_SEQ_NO	醫令序號	N	5	57	61	依同一病患申報之醫令順序編號
DO	住院醫療費用醫令清單明細檔	85	95	ORDER_TYPE	醫令類別	C	1	62	62	1：用藥明細2：診療明細3：特殊材料4：不得另計價之藥品或診療項目(請參考代碼說明B-53之「特定治療項目代號」7：代檢及非該層級適用類別之轉檢8：器官捐贈
DO	住院醫療費用醫令清單明細檔	85	95	ORDER_CODE	醫令代碼	C	12	63	74	全民健保藥品或醫療費用支付標準碼，按醫令代碼序依序申報，如係規律連續執行之醫令或同一醫令加成費用種類相同者，醫令則彙總列報，詳情請自健保署之醫事機構專區網頁查詢
DO	住院醫療費用醫令清單明細檔	85	95	RATE_TYPE	支付成數	N	4	75	78	1.23.此欄表示全民健保醫療費用支付標準表規定之診療項目有加成或折扣者，按成數填報(如：加二成表示為1.20，無加成為1.00，打八折為.80)註：兒童加成年齡以入院日期計算
DO	住院醫療費用醫令清單明細檔	85	95	ORDER_QTY	醫令數量	N	7	79	85	12345.6
DO	住院醫療費用醫令清單明細檔	85	95	ORDER_PRICE	醫令單價	N	10	86	95	1234567.89
DO	住院醫療費用醫令清單明細檔	85	95	ORDER_AMT	醫令點數	N	8	96	103	數量乘單價，加成計算，四捨五入取整數
DO	住院醫療費用醫令清單明細檔	96	98	FEE_YM	費用年月	C	6	1	6	YYYYMM
DO	住院醫療費用醫令清單明細檔	96	98	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DO	住院醫療費用醫令清單明細檔	96	98	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DO	住院醫療費用醫令清單明細檔	96	98	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
DO	住院醫療費用醫令清單明細檔	96	98	CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
DO	住院醫療費用醫令清單明細檔	96	98	SEQ_NO	流水號	N	6	52	57	醫院所編之申報流水序號。右靠不足補0，本欄位為依案件分類之類別分別連續編號，與住院醫療費用清單同筆資料之流水號一致。
DO	住院醫療費用醫令清單明細檔	96	98	ORDER_SEQ_NO	醫令序號	N	5	58	62	依同一病患申報之醫令順序編號
DO	住院醫療費用醫令清單明細檔	96	98	ORDER_TYPE	醫令類別	C	1	63	63	1：用藥明細2：診療明細3：特殊材料4：不得另計價之藥品或診療項目(請參考代碼說明之「特定治療項目代號」7：代檢及非該層級適用類別之轉檢8：器官捐贈X：Tw-DRGs支付通則得另行核實申報之項目Z：部分負擔代碼改變已切帳之醫令。
DO	住院醫療費用醫令清單明細檔	96	98	ORDER_CODE	醫令代碼	C	12	64	75	全民健保藥品或醫療費用支付標準碼，按醫令代碼序依序申報，如係規律連續執行之醫令或同一醫令加成費用種類相同者，醫令則彙總列報。詳情請自健保署之醫事機構專區網頁查詢。
DO	住院醫療費用醫令清單明細檔	96	98	RATE_TYPE	支付成數	N	4	76	79	1.23.此欄表示全民健保醫療費用支付標準表規定之診療項目有加成或折扣者，按成數填報(如：加二成表示為1.20，無加成為1.00，打八折為.80)註：兒童加成年齡以入院日期計算
DO	住院醫療費用醫令清單明細檔	96	98	ORDER_QTY	醫令數量	N	7	80	86	12345.6
DO	住院醫療費用醫令清單明細檔	96	98	ORDER_PRICE	醫令單價	N	10	87	96	1234567.89
DO	住院醫療費用醫令清單明細檔	96	98	ORDER_AMT	醫令點數	N	8	97	104	數量乘單價，加成計算，四捨五入取整數
DO	住院醫療費用醫令清單明細檔	99	100	FEE_YM	費用年月	C	6	1	6	YYYYMM
DO	住院醫療費用醫令清單明細檔	99	100	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DO	住院醫療費用醫令清單明細檔	99	100	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DO	住院醫療費用醫令清單明細檔	99	100	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
DO	住院醫療費用醫令清單明細檔	99	100	CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
DO	住院醫療費用醫令清單明細檔	99	100	SEQ_NO	流水號	N	6	52	57	醫院所編之申報流水序號。右靠不足補0，本欄位為依案件分類之類別分別連續編號，與住院醫療費用清單同筆資料之流水號一致。
DO	住院醫療費用醫令清單明細檔	99	100	ORDER_SEQ_NO	醫令序號	N	5	58	62	依同一病患申報之醫令順序編號
DO	住院醫療費用醫令清單明細檔	99	100	ORDER_TYPE	醫令類別	C	1	63	63	1：用藥明細2：診療明細3：特殊材料4：不得另計價之藥品或診療項目(請參考代碼說明之「特定治療項目代號」7：代檢及非該層級適用類別之轉檢8：器官捐贈A：Tw-DRGB：部分負擔代碼改變已切帳申報費用之資料X：Tw-DRGs支付通則得另行核實申報之項目Y：器官捐贈來源Z：部分負擔代碼改變已切帳之醫令。
DO	住院醫療費用醫令清單明細檔	99	100	ORDER_CODE	醫令代碼	C	12	64	75	全民健保藥品或醫療費用支付標準碼，按醫令代碼序依序申報，如係規律連續執行之醫令或同一醫令加成費用種類相同者，醫令則彙總列報。詳情請自健保署之醫事機構專區網頁查詢。
DO	住院醫療費用醫令清單明細檔	99	100	RATE_TYPE	支付成數	N	4	76	79	1.23.此欄表示全民健保醫療費用支付標準表規定之診療項目有加成或折扣者，按成數填報(如：加二成表示為1.20，無加成為1.00，打八折為.80)註：兒童加成年齡以入院日期計算
DO	住院醫療費用醫令清單明細檔	99	100	ORDER_QTY	醫令數量	N	7	80	86	12345.6
DO	住院醫療費用醫令清單明細檔	99	100	ORDER_PRICE	醫令單價	N	10	87	96	1234567.89
DO	住院醫療費用醫令清單明細檔	99	100	ORDER_AMT	醫令點數	N	8	97	104	數量乘單價，加成計算，四捨五入取整數
DO	住院醫療費用醫令清單明細檔	101		FEE_YM	費用年月	C	6	1	6	YYYYMM
DO	住院醫療費用醫令清單明細檔	101		APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DO	住院醫療費用醫令清單明細檔	101		HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DO	住院醫療費用醫令清單明細檔	101		APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
DO	住院醫療費用醫令清單明細檔	101		CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
DO	住院醫療費用醫令清單明細檔	101		SEQ_NO	流水號	N	6	52	57	醫院所編之申報流水序號。右靠不足補0，本欄位為依案件分類之類別分別連續編號，與住院醫療費用清單同筆資料之流水號一致。
DO	住院醫療費用醫令清單明細檔	101		ORDER_TYPE	醫令類別	C	1	58	58	詳代碼說明之B-67「住院醫令類別」
DO	住院醫療費用醫令清單明細檔	101		ORDER_CODE	醫令代碼	C	12	59	70	全民健保藥品或醫療費用支付標準碼，按醫令代碼序依序申報，如係規律連續執行之醫令或同一醫令加成費用種類相同者，醫令則彙總列報。詳代碼說明之B-68「住院醫令代碼」。詳情請自健保署之醫事機構專區網頁查詢。
DO	住院醫療費用醫令清單明細檔	101		PAY_RATE	支付成數	N	10	71	80	12345.6789.此欄表示全民健保醫療費用支付標準表規定之診療項目有加成或折扣者，按成數填報(如：加二成表示為1.20，無加成為1.00，打八折為.80)。
DO	住院醫療費用醫令清單明細檔	101		ORDER_QTY	醫令數量	N	7	81	87	12345.6
DO	住院醫療費用醫令清單明細檔	101		ORDER_PRICE	醫令單價	N	10	88	97	1234567.89
DO	住院醫療費用醫令清單明細檔	101		ORDER_AMT	醫令點數	N	8	98	105	數量乘單價，加成計算，四捨五入取整數
DO	住院醫療費用醫令清單明細檔	101		EXE_S_DATE	執行起日	C	16	106	121	YYYYMMDDHH：MM：SS詳註1
DO	住院醫療費用醫令清單明細檔	101		EXE_E_DATE	執行迄日	C	16	122	137	YYYYMMDDHH：MM：SS詳註2
DO	住院醫療費用醫令清單明細檔	101		DRUG_FRE	藥品使用頻率	C	18	138	155	依全民健康保險藥品使用標準碼之原則輸入;若醫令為精神科治療費、復健治療費、治療處置費、血液透析費等項目此欄為必填欄位。
DO	住院醫療費用醫令清單明細檔	101		DRUG_PATH	給藥途徑/作用部位	C	4	156	159	依全民健康保險藥品使用標準碼之原則輸入。
DO	住院醫療費用醫令清單明細檔	101		TW_DRGS_CALCU	Tw-DRGs計算	N	18	160	177	1234567890123.1234若醫令類別為A(Tw-DRG醫令代碼必為A00000~F00001、H00000~H00032、J00001，且案件分類應為5)或醫令類別B(部分負擔代碼改變已切帳申報費用之資料，醫令代碼必為「G00000~G00001」)且醫令代碼為G00001時，則本欄為必填欄位。
DO	住院醫療費用醫令清單明細檔	101		CURE_PATH	診療之部位	C	47	178	224	若醫令代碼為代碼說明之「診療部位之申報方式」者，本欄為必填欄位。右側填R、左側填L、雙側填B。
DOC	專科醫師證書主檔	86	100	PRSN_ID	醫事人員身分証號	C	32	1	32	已轉碼
DOC	專科醫師證書主檔	86	100	DOCU_LWRD_ID	專科醫師證書字	C	5	33	37	請參考代碼說明B-53之「專科醫師代碼、科別」
DOC	專科醫師證書主檔	86	100	DOCU_LWRD_NO	專科醫師證書號	C	6	38	43	
DOC	專科醫師證書主檔	86	100	PROV_TPE_ID	專科醫師科別	C	5	44	48	請參考代碼說明B-53之「專科醫師代碼、科別」
DOC	專科醫師證書主檔	86	100	INIT_DATE	原始發證日期	C	8	49	56	YYYYMMDD通過某專科之考試，其登載生效日期，若該專科證書係期限展延者，其日期維持原始第一次發證日期不變更。
DOC	專科醫師證書主檔	86	100	VALID_S_DATE	生效起日	C	8	57	64	YYYYMMDD，配合序號5，若該醫事人員第一次通過某專科考試其登載之生效日期，若該專科證書係期限展延，其日期維持原始第一次發證日期不變更。
DOC	專科醫師證書主檔	86	100	VALID_E_DATE	生效迄日	C	8	65	72	YYYYMMDD，配合序號5，即證書登載之期限，如遇專科證書期限展延者，則應異動此欄位。
DOC	專科醫師證書主檔	86	100	WORK_RLACE	執業場所	C	34	73	106	已轉碼，亦即醫事機構代號，後2碼為權屬別(93.07已不使用)
